ID Cortex	Empresa analisada	Produto analisado	Data	Título	ID análise de mídia	Veículo	Status classificação	Assunto específico	Assunto Específico Sugerido	ID Assunto Específico Sugerido
1020727	BTG Pactual	-	2020-01-08	Caixa e Ânima contratam bancos para ofertas	51409	Valor Econômico	Classificado	BTG coordena oferta da Caixa	Caixa e Ânima contratam bancos para ofertas	4615
1021359	BTG Pactual	-	2020-01-09	Destaques - Finanças	51434	Valor Econômico	Classificado	BTG anuncia escritório em Portugal	Destaques - Finanças	4624
1022256	BTG Pactual	-	2020-01-10	Caixa Econômica vai acelerar negócios ligados ao setor imobiliário em 2020	51480	Revista Época Negócios	Classificado	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	4650
1017769	BTG Pactual	-	2020-01-02	Debêntures voltam a testar mercado em janeiro após ajustes de preços	51289	Valor Econômico	Classificado	Daniel Vaz, chefe da área de mercado de dívida local do BTG Pactual	Daniel Vaz, chefe da área de mercado de dívida local do BTG Pactual comenta sobre investimentos no mercado secundário	4567
1020218	BTG Pactual	-	2020-01-07	Caixa Econômica Federal define sindicato de bancos para IPO de unidade de seguros, dizem fontes	51386	Revista Época Negócios	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1020884	BTG Pactual	-	2020-01-08	Caixa Seguridade confirma que Caixa Econômica Federal contratou sindicato de bancos para IPO	51425	Yahoo Brasil	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1022521	BTG Pactual	-	2020-01-10	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	51503	Yahoo Brasil	Classificado	BTG analisa a empresa: Gol	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	4657
1021598	BTG Pactual	-	2020-01-09	Copel quer importar energia do Paraguai; mira vendas no mercado livre no Brasil	51450	Terra	Classificado	BTG importa energia de Uruguai e Argentina desde 2019	Copel quer importar energia do Paraguai; mira vendas no mercado livre no Brasil	4631
1017612	BTG Pactual	-	2020-01-01	JBS: acordo de acionistas entre J&F e BNDESPar perde validade	51270	Jornal de Brasília	Classificado	BTG coordena oferta da JBS	BTG coordena oferta da JBS	4565
1022142	BTG Pactual	-	2020-01-10	Investidor	51471	Revista IstoÉDinheiro	Classificado	Mais da metade dos brasileiros preferem os bancos tradicionais	Mais da metade dos brasileiros preferem os bancos tradicionais	4646
1017677	BTG Pactual	-	2020-01-01	Oferta de ações na bolsa brasileira pode atingir até R$ 200 bi este ano	51281	Diário do Grande ABC	Classificado	BTG traça cenário para o Ibovespa no ano que vem	BTG traça cenário para o Ibovespa no ano que vem	4563
1020129	BTG Pactual	-	2020-01-07	As ações mais recomendadas para janeiro, segundo 20 corretoras	51369	Exame	Classificado	Recomendações	As ações mais recomendadas para janeiro, segundo 20 corretoras	4604
1023191	BTG Pactual	-	2020-01-12	Brasileiros criam um 'Ibovespa' das criptomoedas	51529	Diário do Grande ABC	Classificado	BTG comercializa cotas da Hashdex	Brasileiros criam um 'Ibovespa' das criptomoedas	4661
1019609	BTG Pactual	-	2020-01-06	Ibovespa recua e vai abaixo de 117 mil pontos com aumento de tensão geopolítica; Natura sobe	51338	Terra	Classificado	BTG analisa desempenho da bolsa	Ibovespa recua e vai abaixo de 117 mil pontos com aumento de tensão geopolítica; Natura sobe	4595
1017676	BTG Pactual	-	2020-01-01	Oferta de ações na bolsa brasileira pode atingir até R$ 200 bi este ano	51280	Revista IstoÉDinheiro	Classificado	BTG traça cenário para o Ibovespa no ano que vem	BTG traça cenário para o Ibovespa no ano que vem	4563
1019668	BTG Pactual	-	2020-01-06	Natura & Co eleva previsão de sinergias após concluir compra da Avon	51342	UOL	Classificado	BTG analisa a empresa: Natura	Natura & Co eleva previsão de sinergias após concluir compra da Avon	4597
1020636	BTG Pactual	-	2020-01-07	Brasil vive momento de proliferação de fintechs, mas consolidação deve vir nos próximos anos, segundo pesquisa do BTG - https://epocanegocios.globo.com/Empresa/noticia/2020/01/para-conquistar-clientes-bancos-digitais-agora-precisam-ir-alem-da-isencao-de-taxas.html	51407	Revista Época Negócios	Classificado	BTG analisa cenário dos bancos digitais	Brasil vive momento de proliferação de fintechs, mas consolidação deve vir nos próximos anos, segundo pesquisa do BTG - https://epocanegocios.globo.com/Empresa/noticia/2020/01/para-conquistar-clientes-bancos-digitais-agora-precisam-ir-alem-da-isencao-de-taxas.html	4608
1017631	BTG Pactual	-	2020-01-01	JBS: acordo de acionistas entre J&F e BNDESPar perde validade	51274	BOL	Classificado	BTG coordena oferta da JBS	BTG coordena oferta da JBS	4565
1020188	BTG Pactual	-	2020-01-07	Caixa define bancos que coordenarão IPO de unidade de seguros	51380	Exame	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1020735	BTG Pactual	-	2020-01-08	coluna do Broadcast	51410	Estadão	Classificado	BTG coordena oferta da Caixa	coluna do Broadcast	4616
1022377	BTG Pactual	-	2020-01-10	Justiça suspende contrato da Copel com Rothschild para venda de ativos de telecom	51489	Extra	Classificado	BTG analisa a empresa: Copel	Justiça suspende contrato da Copel com Rothschild para venda de ativos de telecom	4653
1022513	BTG Pactual	-	2020-01-10	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	51500	Yahoo Brasil	Classificado	BTG analisa a empresa: Gol	Ibovespa cai pelo 6º pregão e passa a acumular queda em 2020	4657
1022707	BTG Pactual	-	2020-01-11	Desafio da equipe econômica é conter o aumento da dívida pública	51513	Correio Braziliense	Classificado	BTG analisa a economia brasileira	Desafio da equipe econômica é conter o aumento da dívida pública	4659
1022603	BTG Pactual	-	2020-01-10	Ano novo, carro zero	51505	Revista IstoÉDinheiro	Classificado	Banco Pan supera R$ 100 milhões em financiamento digital de veículos	Banco Pan supera R$ 100 milhões em financiamento digital de veículos	4647
1020609	BTG Pactual	-	2020-01-07	Bancos e Petrobras pressionam 3º queda seguida, mas Ibovespa segue no azul em 2020	51401	Extra	Classificado	Ações do BTG	Bancos e Petrobras pressionam 3º queda seguida, mas Ibovespa segue no azul em 2020	4611
1018901	BTG Pactual	-	2020-01-04	Broadcast mercados	51322	Estadão	Classificado	Multimercados	Broadcast mercados	4585
1022378	BTG Pactual	-	2020-01-10	Justiça suspende contrato da Copel com Rothschild para venda de ativos de telecom	51490	BOL	Classificado	BTG analisa a empresa: Copel	Justiça suspende contrato da Copel com Rothschild para venda de ativos de telecom	4653
1022258	BTG Pactual	-	2020-01-10	ENTREVISTA-Caixa Econômica vai acelerar negócios ligados ao setor imobiliário em 2020	51482	BOL	Classificado	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	Caixa pretende se desfazer da fatia do Banco Pan ainda este ano	4650
1023502	BTG Pactual	-	2020-01-13	Cinco construtoras devem entrar na Bolsa e movimentar R$ 5 bilhões	51559	Revista Época Negócios	Classificado	BTG analisa mercado imobiliário	BTG analisa mercado imobiliário	4632
1020886	BTG Pactual	-	2020-01-08	Caixa Seguridade confirma que Caixa Econômica Federal contratou sindicato de bancos para IPO	51426	Yahoo Brasil	Classificado	BTG coordena oferta da Caixa	BTG coordena oferta da Caixa	4605
1023395	BTG Pactual	-	2020-01-13	Brasil é país mais caro em vestuário	51537	Valor Econômico	Classificado	Roupas no Brasil tem alto valor, segundo Índice Zara, do BTG Pactual	Roupas no Brasil tem alto valor, segundo Índice Zara, do BTG Pactual	4652
1019708	BTG Pactual	-	2020-01-06	Natura & Co eleva previsão de sinergias após concluir compra da Avon	51349	Revista Época Negócios	Classificado	BTG analisa a empresa: Natura	Natura & Co eleva previsão de sinergias após concluir compra da Avon	4597
1023841	BTG Pactual	-	2020-01-13	Itaú e Banco Indusval entram em comercialização de energia elétrica	51576	Exame	Classificado	BTG opera no mercado elétrico desde 2010	Itaú e Banco Indusval entram em comercialização de energia elétrica	4677
1019607	BTG Pactual	-	2020-01-06	Ibovespa recua e vai abaixo de 117 mil pontos com aumento de tensão geopolítica; Natura sobe	51337	Extra	Classificado	BTG analisa desempenho da bolsa	Ibovespa recua e vai abaixo de 117 mil pontos com aumento de tensão geopolítica; Natura sobe	4595
1022628	BTG Pactual	-	2020-01-10	Analistas esperam dissipação do ‘efeito carne’ e projetam cortes nos juros	51507	Valor Econômico	Classificado	BTG analisa a economia brasileira	Mercado vê chance de novo corte do juro básico já em fevereiro	4654
1020099	BTG Pactual	-	2020-01-07	Bancos começam a criar estruturas para 'endowments'	51365	Valor Econômico	Classificado	PUC-Rio lança endowment	Bancos começam a criar estruturas para 'endowments'	4603
1021607	BTG Pactual	-	2020-01-09	Copel quer importar energia do Paraguai; mira vendas no mercado livre no Brasil	51454	Extra	Classificado	BTG importa energia de Uruguai e Argentina desde 2019	Copel quer importar energia do Paraguai; mira vendas no mercado livre no Brasil	4631
1017172	BTG Pactual	-	2020-01-02	Bolsa de valores encerra o exercício com uma valorização de 31,5%	51250	Diário do Comércio	Classificado	Alta das ações do BTG Pactual	Alta das ações do BTG Pactual	4554
1024322	BTG Pactual	-	2020-01-14	Mitre lança IPO que pode alcançar até R$ 1,1 bilhão	51587	AGÊNCIA ESTADO	Classificado	BTG coordena oferta da construtora Miltre	Mitre lança IPO que pode alcançar até R$ 1,1 bilhão	4683
1020635	BTG Pactual	-	2020-01-07	Bancos e Petrobras pressionam 3º queda seguida, mas Ibovespa segue no azul em 2020	51406	MSN	Classificado	Ações do BTG	Bancos e Petrobras pressionam 3º queda seguida, mas Ibovespa segue no azul em 2020	4611
1019466	BTG Pactual	-	2020-01-06	COLUNA	51327	A Tarde	Classificado	Delegado determina que PF retome investigações da 64° fase da Lava Jato	O Carrasco	4590
1020602	BTG Pactual	-	2020-01-07	Bancos e Petrobras pressionam 3º queda seguida, mas Ibovespa segue no azul em 2020	51400	Yahoo Brasil	Classificado	Ações do BTG	Bancos e Petrobras pressionam 3º queda seguida, mas Ibovespa segue no azul em 2020	4611
1018429	BTG Pactual	-	2020-01-03	Em busca cia rentabilidade	51317	Diário do Nordeste	Classificado	BTG Pactual avalia investimento no mercado imobiliário	Em busca cia rentabilidade	4582
1025513	BTG Pactual	-	2020-01-15	Tregua entre China y EE. UU. marca inicio para acabar guerra comercial	51674	El Tiempo	Classificado	BTG analisa economia chilena	Tregua entre China y EE. UU. marca inicio para acabar guerra comercial	4713
1025441	BTG Pactual	-	2020-01-16	Petrobras dá partida em nova oferta da BR Distribuidora	51667	Valor Econômico	Classificado	BTG coordena oferta da Mitre	Petrobras dá partida em nova oferta da BR Distribuidora	4712
1025434	BTG Pactual	-	2020-01-16	GPA cresce apoiado ainda na rede Assaí	51662	Valor Econômico	Classificado	BTG analisa a empresa: GPA	GPA cresce apoiado ainda na rede Assaí	4714
1025540	BTG Pactual	-	2020-01-16	Carta de EXAME | Motivos para otimismo	51678	Exame	Classificado	BTG compra revista Exame	Carta de EXAME | Motivos para otimismo	4721
1025585	BTG Pactual	-	2020-01-16	GPA cresce apoiado ainda na rede Assaí	51687	Valor Econômico	Classificado	BTG analisa a empresa: GPA	BTG analisa a empresa: GPA	4726
1025645	BTG Pactual	-	2020-01-16	Ofertas de ações no Brasil em 2020 podem chegar a R$ 200 bilhões, estimam executivos	51700	G1	Classificado	BTG analisa a economia brasileira	BTG analisa a economia brasileira	4730
1025747	BTG Pactual	-	2020-01-16	BC aprova aumento de capital do Banco Pan	51713	Valor Econômico	Classificado	BC aprova aumento de capital do Banco Pan	BC aprova aumento de capital do Banco Pan	4733
1025537	BTG Pactual	-	2020-01-16	VER	51677	Diário do Nordeste	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4693
1025440	BTG Pactual	-	2020-01-16	Mercados sofrem com varejo fraco	51666	Valor Econômico	Classificado	Estrutura de juro privado	Mercados sofrem com varejo fraco	4716
1025427	BTG Pactual	-	2020-01-15	C6 lança operação para empresas até fevereiro	51660	Valor Econômico	Classificado	BTG citado em CV	C6 lança operação para empresas até fevereiro	4711
1025588	BTG Pactual	-	2020-01-16	Petrobras dá partida em nova oferta da BR Distribuidora	51690	Valor Econômico	Classificado	BTG coordena oferta da Mitre	BTG coordena oferta da Mitre	4712
1025657	BTG Pactual	-	2020-01-16	Ofertas de ações no Brasil em 2020 podem chegar a R$ 200 bilhões, estimam executivos	51707	Revista Época Negócios	Classificado	BTG analisa a economia brasileira	BTG analisa a economia brasileira	4730
1025636	BTG Pactual	-	2020-01-16	Ofertas de ações no Brasil em 2020 podem chegar a R$200 bi, estimam executivos	51699	Terra	Classificado	BTG analisa a economia brasileira	BTG analisa a economia brasileira	4730
1025612	BTG Pactual	-	2020-01-16	FIQUE DE OLHO EM MINERVA, PETROBRAS, VALE, LIGHT, NOTRE DAME INTERMÉDICA, AZUL E TRIUNFO	51698	AGÊNCIA ESTADO	Classificado	BTG coordena oferta da Minerva	BTG coordena oferta da Minerva	4729
1025506	BTG Pactual	-	2020-01-16	En 2019, la emisión de deuda privada alcanzó los $13,6 billones y aumentó 42,6%	51673	La República	Classificado	BTG emite títulos na Colômbia	En 2019, la emisión de deuda privada alcanzó los $13,6 billones y aumentó 42,6%	4719
1025592	BTG Pactual	-	2020-01-16	Conselho da Minerva aprova oferta pública de ações	51694	Terra	Classificado	BTG coordena oferta da Minerva	BTG coordena oferta da Minerva	4727
1025439	BTG Pactual	-	2020-01-16	C6 lança operação para empresas até fevereiro	51665	Valor Econômico	Classificado	BTG citado em CV	C6 lança operação para empresas até fevereiro	4711
1025589	BTG Pactual	-	2020-01-16	C6 lança operação para empresas até fevereiro	51691	Valor Econômico	Classificado	BTG citado em CV	BTG citado em CV	4711
1026900	BTG Pactual	-	2020-01-17	Fundo celebra contrato para transferir a Exame para a BTG Pactual Holding	51785	Terra	Classificado	Exame é oficialmente do BTG	Fundo celebra contrato para transferir a Exame para a BTG Pactual Holding	4766
1026307	BTG Pactual	-	2020-01-17	Ibovespa avança com dados da China e alta da Vale	51759	Yahoo Brasil	Classificado	BTG analisa a empresa: MRV	BTG analisa a empresa: MRV	4756
1026808	BTG Pactual	-	2020-01-17	(BFW) Dólar cai c/ ajuste; Ibov sobe após dados da China: Mercado Hoje	51778	BLOOMBERG	Classificado	BTG analisa desempenho da bolsa	(BFW) Dólar cai c/ ajuste; Ibov sobe após dados da China: Mercado Hoje	4762
1026904	BTG Pactual	-	2020-01-17	Fundo celebra contrato para transferir a Exame para a BTG Pactual Holding	51787	Portal R7	Classificado	Exame é oficialmente do BTG	Fundo celebra contrato para transferir a Exame para a BTG Pactual Holding	4766
1026916	BTG Pactual	-	2020-01-17	Fundo celebra contrato para transferir a Exame para a BTG Pactual Holding	51788	BOL	Classificado	Exame é oficialmente do BTG	Fundo celebra contrato para transferir a Exame para a BTG Pactual Holding	4766
1026805	BTG Pactual	-	2020-01-17	Ibovespa retoma 118 mil pts com dados econômicos do exterior e salto de Vale	51775	Extra	Classificado	BTG analisa a empresa: MRV	Ibovespa retoma 118 mil pts com dados econômicos do exterior e salto de Vale	4761
1026786	BTG Pactual	-	2020-01-17	ESPECIAL/1 ANO DE BRUMADINHO: C/ REDUÇÃO DE OFERTA, PREÇO DO MINÉRIO SUBIU E FAVORECEU A VALE	51771	AGÊNCIA ESTADO	Classificado	BTG analisa a empresa: Vale	ESPECIAL/1 ANO DE BRUMADINHO: C/ REDUÇÃO DE OFERTA, PREÇO DO MINÉRIO SUBIU E FAVORECEU A VALE	4760
1025984	BTG Pactual	-	2020-01-17	Destaques Finanças	51723	Valor Econômico	Classificado	BC aprova aumento de capital do Banco Pan	Destaques Finanças	4742
1026227	BTG Pactual	-	2020-01-17	Bancos brasileiros ampliam participação em Portugal para atender maior demanda	51755	Revista Época Negócios	Classificado	BTG Pactual chega em Portugal	BTG Pactual chega em Portugal	4735
1026067	BTG Pactual	-	2020-01-17	Os melhores gestores de fundos do mercado	51736	Exame	Classificado	Ranking: as melhores gestoras de fundos especialistas de renda fixa	Ranking: as melhores gestoras de fundos especialistas de renda fixa	4749
1026826	BTG Pactual	-	2020-01-17	Receita do pão de açúcar cresce 8,4%	51780	Revista IstoÉDinheiro	Classificado	BTG analisa a empresa: GPA	Receita do pão de açúcar cresce 8,4%	4763
1025970	BTG Pactual	-	2020-01-17	Ofertas de ações podem atingir R$ 200 bi neste ano	51719	Diário do Comércio	Classificado	BTG analisa desempenho da bolsa	BTG analisa a economia brasileira	4730
1026687	BTG Pactual	-	2020-01-17	Assessor de Guedes vira réu por investimento da Funcef na Sete Brasil	51770	Folha de Pernambuco	Classificado	Denúncia sobre fundos de pensão faz 28 réus	Assessor de Guedes vira réu por investimento da Funcef na Sete Brasil	4759
1026303	BTG Pactual	-	2020-01-17	Ibovespa avança com dados da China e alta da Vale	51758	Extra	Classificado	BTG analisa a empresa: MRV	BTG analisa a empresa: MRV	4756
1026476	BTG Pactual	-	2020-01-17	Fundo para doações	51765	A Tribuna de Santos	Classificado	PUC-Rio lança endowment	Editorial - Fundo para doações	4744
1026179	BTG Pactual	-	2020-01-17	Bancos brasileiros ampliam participação em Portugal para atender maior demanda	51749	UOL	Classificado	BTG Pactual chega em Portugal	BTG Pactual chega em Portugal	4735
1026070	BTG Pactual	-	2020-01-22	Os melhores gestores de fundos do mercado	51738	Exame	Classificado	Os melhores gestores de fundos do mercado	Os melhores gestores de fundos do mercado	4830
1026807	BTG Pactual	-	2020-01-17	Ibovespa retoma 118 mil pts com dados econômicos do exterior e salto de Vale	51777	UOL	Classificado	BTG analisa a empresa: MRV	Ibovespa retoma 118 mil pts com dados econômicos do exterior e salto de Vale	4761
1026685	BTG Pactual	-	2020-01-17	Assessor de Guedes vira réu por investimento da Funcef na Sete Brasil	51769	Yahoo Brasil	Classificado	Denúncia sobre fundos de pensão faz 28 réus	Assessor de Guedes vira réu por investimento da Funcef na Sete Brasil	4759
1025995	BTG Pactual	-	2020-01-17	Editorial - Fundo para doações	51725	A Tribuna de Santos	Classificado	PUC-Rio lança endowment	Editorial - Fundo para doações	4744
1026921	BTG Pactual	-	2020-01-17	Após leilão da revista Exame, BTG celebra contrato de compra da marca	51790	Gazeta do Povo	Classificado	Exame é oficialmente do BTG	Fundo celebra contrato para transferir a Exame para a BTG Pactual Holding	4766
1026284	BTG Pactual	-	2020-01-17	Ibovespa avança com dados da China e alta da Vale	51756	BOL	Classificado	BTG analisa a empresa: MRV	BTG analisa a empresa: MRV	4756
1026543	BTG Pactual	-	2020-01-17	Assessor de Guedes vira réu por investimento da Funcef na Sete Brasil	51767	Folha de S.Paulo	Classificado	Denúncia sobre fundos de pensão faz 28 réus	Assessor de Guedes vira réu por investimento da Funcef na Sete Brasil	4759
1025021	BTG Pactual	-	2020-01-15	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	51638	Reuters Brasil	Classificado	Banco Pan lidera ranking de reclamações	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	4701
1025544	BTG Pactual	-	2020-01-16	Destaques	51681	Valor Econômico	Classificado	Banco Pan lidera ranking de reclamações	Conteúdo exclusivo. Para continuar escolha uma opção	4722
1025004	BTG Pactual	-	2020-01-15	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	51633	Revista IstoÉDinheiro	Classificado	Banco Pan lidera ranking de reclamações	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	4702
1024987	BTG Pactual	-	2020-01-15	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	51628	BOL	Classificado	Banco Pan lidera ranking de reclamações	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	4702
1025010	BTG Pactual	-	2020-01-15	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	51635	Extra	Classificado	Banco Pan lidera ranking de reclamações	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	4701
1025460	BTG Pactual	-	2020-01-16	BANCO PAN LIDERA RANKING DE RECLAMAÇÕES AO BC	51671	Jornal Correio	Classificado	Banco Pan lidera ranking de reclamações	Bancos Pan, BMG e Banrisul lideram em reclamações	4718
1024968	BTG Pactual	-	2020-01-15	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	51625	Valor Econômico	Classificado	Banco Pan lidera ranking de reclamações	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	4699
1025059	BTG Pactual	-	2020-01-15	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	51647	Revista Época Negócios	Classificado	Banco Pan lidera ranking de reclamações	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	4703
1025023	BTG Pactual	-	2020-01-15	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	51639	Terra	Classificado	Banco Pan lidera ranking de reclamações	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	4701
1024975	BTG Pactual	-	2020-01-15	Banco Pan lidera ranking de reclamações no 4º trimestre de 2019, diz Banco Central	51626	G1	Classificado	Banco Pan lidera ranking de reclamações	Banco Pan lidera ranking de reclamações no 4º trimestre de 2019, diz Banco Central	4700
1024991	BTG Pactual	-	2020-01-15	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	51629	Portal R7	Classificado	Banco Pan lidera ranking de reclamações	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	4702
1025042	BTG Pactual	-	2020-01-15	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	51646	BOL	Classificado	Banco Pan lidera ranking de reclamações	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	4703
1025447	BTG Pactual	-	2020-01-16	Bancos Pan, BMG e Banrisul lideram ranking de reclamações	51670	A Tarde	Classificado	Banco Pan lidera ranking de reclamações	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	4703
1024823	BTG Pactual	-	2020-01-15	Petrobras vende ativos na Nigéria e encerra atividades na África	51615	Brasil 247	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4696
1024721	BTG Pactual	-	2020-01-15	Fundador da Qualicorp volta ao mercado com a QS	51601	Valor Econômico	Classificado	BTG analisa a empresa: Qualicorp	Fundador da Qualicorp volta ao mercado com a QSaúde	4689
1024764	BTG Pactual	-	2020-01-15	Petrobras vende ativos na Nigéria e encerra atividades na África	51612	A Tribuna de Santos	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4693
1024746	BTG Pactual	-	2020-01-15	Petrobras vende ativos na Nigéria e encerra atividades na África	51608	BOL	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4693
1024749	BTG Pactual	-	2020-01-15	Petrobras vende ativos na Nigéria e encerra atividades na África	51610	O Tempo	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4693
1024763	BTG Pactual	-	2020-01-15	Petrobras conclui venda de ativos na Nigéria por US$ 1,45 bi; Cemig diz que não tomou decisão sobre Aliança e mais destaques	51611	Infomoney	Classificado	BTG coordena oferta da RNI Negócios Imobiliários	BTG coordena oferta da RNI Negócios Imobiliários	4694
1024900	BTG Pactual	-	2020-01-15	Cautela por EUA-China e dado fraco do varejo levam à queda do Ibovespa	51619	Revista IstoÉDinheiro	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4697
1027571	BTG Pactual	-	2020-01-19	Toffoli manda PF suspender perícia em material apreendido no BTG	51804	O Antagonista	Classificado	PF é proibida pelo Supremo de periciar todo o material encontrado nos endereços de Esteves	Toffoli manda PF suspender perícia em material apreendido no BTG	4775
1027463	BTG Pactual	-	2020-01-19	Assista na noite deste domingo à entrevista com Paulo Guedes	51802	MSN	Classificado	Paulo Guedes citado como fundador do banco Pactual	Assista na noite deste domingo à entrevista com Paulo Guedes	4773
1027389	BTG Pactual	-	2020-01-19	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	51799	Folha de S.Paulo	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	4771
1031073	BTG Pactual	-	2020-01-19	Toffoli manda PF suspender perícia em material apreendido no BTG - https://www.oantagonista.com/brasil/toffoli-manda-pf-suspender-pericia-em-material-apreendido-no-btg/	51807	O Antagonista	Classificado	PF é proibida pelo Supremo de periciar todo o material encontrado nos endereços de Esteves	Toffoli manda PF suspender perícia em material apreendido no BTG - https://www.oantagonista.com/brasil/toffoli-manda-pf-suspender-pericia-em-material-apreendido-no-btg/	4774
1027382	BTG Pactual	-	2020-01-19	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	51797	Folha de S.Paulo	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	4769
1027740	BTG Pactual	-	2020-01-19	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	51805	Yahoo Brasil	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	4769
1032192	BTG Pactual	-	2020-01-20	Os tipos de investimentos que estão no topo das recomendações para 2020	51818	Exame	Classificado	Conte com a ajuda da assessoria BTG Pactual digital na hora de investir	Os tipos de investimentos que estão no topo das recomendações para 2020	4785
1032203	BTG Pactual	-	2020-01-20	Trabalho e ambiente na pauta de Davos	51819	Zero Hora	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	4769
1032537	BTG Pactual	-	2020-01-20	Fintechs e corretoras lideram avaliações positivas de clientes	51829	Revista Istoé	Classificado	Clientes avaliam fintechs e corretoras	Clientes avaliam fintechs e corretoras	4782
1035069	BTG Pactual	-	2020-01-20	Celulose Irani avalia fazer oferta primária de ações	51856	BOL	Classificado	BTG coordena oferta da Celulose Irani	Celulose Irani avalia fazer oferta primária de ações	4801
1032574	BTG Pactual	-	2020-01-20	Fintechs e corretoras lideram avaliações positivas de clientes	51830	Revista IstoÉDinheiro	Classificado	Clientes avaliam fintechs e corretoras	Clientes avaliam fintechs e corretoras	4782
1032959	BTG Pactual	-	2020-01-20	Migração para a renda variável só está no começo	51836	Valor Econômico	Classificado	Investidores apostam em rendas variáveis	Migração para a renda variável só está no começo	4793
1031987	BTG Pactual	-	2020-01-20	Finanças	51810	Valor Econômico	Classificado	Ações do BTG	Finanças	4778
1031983	BTG Pactual	-	2020-01-20	Pessoa física ganha peso na base acionária de empresas	51809	Valor Econômico	Classificado	Cresce número de investidores no BTG	Pessoa física ganha peso na base acionária de empresas	4777
1032256	BTG Pactual	-	2020-01-20	IBM, Equinor e mais 39 empresas contratam estagiários e trainees	51826	Exame	Classificado	BTG contrata	IBM, Equinor e mais 39 empresas contratam estagiários e trainees	4790
1033326	BTG Pactual	-	2020-01-20	Ibovespa tenta ficar acima de 118 mil pontos em dia sem NY e com vencimento de opções	51842	Terra	Classificado	BTG analisa desempenho da bolsa	BTG analisa desempenho da bolsa	4796
1032273	BTG Pactual	-	2020-01-20	Trump e Greta no centro das atenções	51827	Diário de Pernambuco	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Trump e Greta no centro das atenções	4791
1033432	BTG Pactual	-	2020-01-20	Ibovespa tenta ficar acima de 118 mil pontos em dia sem NY e com vencimento de opções	51845	Yahoo Brasil	Classificado	BTG analisa desempenho da bolsa	BTG analisa desempenho da bolsa	4796
